7,5.158236381734971,mpujh,GTQDBWB,@hQ2
9,5.679990491912919,ymyir,NHGMHBI,GI54
9,4.107705507941565,ewrkq,NACNNFU,FS9y
9,5.5438792390640605,pyhmm,THDRHGG,lgL^
6,5.382083027132251,tvqny,WYTCPVM,=0:f
5,5.636817253113037,kixpc,JKUFHDO,l]cj
5,4.891464034269367,rsfiu,VOQHBWE,kyE\
8,5.318993162054932,uewsl,QTDPTMB,XQpT
5,4.499615194328451,xtdam,FFLNORY,kb5?
6,4.957947275595675,aqkyu,UVVCDSB,QxH>
9,5.31516597744196,oxbco,JIGTPNP,T`kN
9,5.826018398657759,rchnw,VHWVRWA,<8^;
9,5.754652183283457,yevjm,DTITXIO,f]5i
8,4.726460690943108,hwsqs,ERDGKOU,6uBm
9,5.846223202523533,wjdxp,AQKUXNC,ijxW
8,5.2477054934299545,pjerp,KOMKEWL,D;s_
9,4.869776818363339,ubxit,AEVDTNT,1iAb
7,4.9534471585204605,tmtnu,XRBXXYJ,Pcw@
8,5.118739238351804,adnbn,OXCTYEX,TdTG
6,4.286932844753339,luvgi,QNQDOMM,I>lI
8,4.320660038651413,yjslo,JMOLXGX,c0wg
7,4.501042463212495,sctox,ARUMJRW,o6mi
5,5.068246568006293,oanqm,HEEFYBP,n?OF
9,4.521444808488702,omcic,VEFPWJV,uOhu
7,5.489413450967591,yytgr,BFPPRJV,R_mj
5,4.308321591238373,lmlyg,NDCKHJF,PZCl
7,5.324377957652942,qrsiy,MYXNYGV,gy\Z
9,5.002852777265514,trjdb,KQJNDSL,l9I@
5,5.5797830940301125,qqcpb,JXCAJXR,gGDD
7,5.927860498710406,kqrgq,AXKNCMP,Tktd
7,5.99428541865116,rlpqa,XDOUCNS,WC@_
8,5.35771123028069,qyeoi,IXLIRPE,99;b
9,4.676996119923564,pygkk,SDYLEIY,Upxd
5,5.880779838134727,drqis,DKMKTSJ,@HIQ
5,4.469618080678845,xrjgj,ANXESFB,0XhA
5,4.148481620198253,khktw,QFJDONU,gn?e
9,4.835073626406169,vssya,OEDORLR,`bS;
9,4.838081978351402,pvbay,DPNRLCP,2Yvr
6,4.38987267506961,ucdcv,KBXJHAG,HFqJ
6,5.752196166529638,tvuqr,IKHGQFR,<68R
