5,4.012810369399674,GWNDU,sxwgvbq,nkH2
6,4.770531028236763,JHTHB,rjsyagl,yvsz
5,4.859198867019302,FDYNE,yxqvcdl,NKth
8,4.5082961323958735,QOQDQ,vmwawoq,CgOg
11,4.542243349103177,UCRNY,radryfb,A73X
6,4.413933677701703,DGGZO,gzwgzvg,AtIy
10,5.050915440706574,UXKGH,mydlpps,DtpO
11,5.869919551715725,WIOCP,jedubvy,eRqn
7,4.37329347740582,YYNDN,pdmkjyk,SfIk
11,5.644962136764173,ATLHL,bollohg,j25Q
11,5.40535881345612,KRNAQ,jnprpfd,B5fJ
5,4.716358632929618,NRJAC,qnyxpmh,oBp8
6,5.043001977131773,OQYFN,yvzoyvh,CmR7
11,5.025006754598184,QTFFB,fsxbaci,11lX
9,5.484231071850623,FILWX,zfahfxq,rMrh
5,5.461936018407227,NGBNO,gczfxum,MIWp
7,4.908831653105995,UCIBQ,aiylqgx,LogK
6,5.150490358357913,IVUEM,sqnkkot,hysX
9,4.273304940537749,XBFDZ,esgfqrh,63RV
11,5.205025613006447,RYEFZ,eesljeb,shDe
7,5.169883965414166,FVZCU,knjxpth,1DZr
5,5.849681834177098,FGRTF,ajezdcg,7nST
7,4.247115457134814,QTWMC,ltroupm,DBUN
11,5.758528224943838,NPLKJ,dfznzug,e6XZ
10,5.873910162307006,WTDIJ,taoluej,I2EB
10,4.929825905355908,TKYSL,cibrazn,5DSg
6,5.423797079647446,EAZFN,keimdgf,wQJN
5,5.673544047411458,VTELS,eqaxbki,BoB9
7,5.769859572878853,XMUOP,janropn,ABZG
7,5.154962277455457,WVEXT,vvbvclk,BVWm
7,5.133249859380024,PYZQA,pcvrfdt,0uDt
10,4.862310134562636,OTSBF,fzqqedt,UO0K
8,5.710800201256226,MSIVA,wvpwrzz,hAgg
9,5.079992586775167,WKSSJ,hrvksas,mcP4
8,5.808908937175071,ZRVGU,hmecakq,yAsD
10,4.147863544346231,GGACG,tcroapp,TDLs
11,5.562987897177914,IMHSE,uoxsojq,NviN
9,4.346787053983636,KBRYP,zpbbwzu,aiHr
10,4.76655321881228,MNOAN,nvjlkpr,C2od
8,5.500397159000074,FWGHR,qivwitx,ykbA
7,5.332083227258735,YUDME,psrqoei,Dq9r
5,5.499500101182974,IIWWM,vgvwggj,CbVt
5,4.303876325552755,MJRFC,oaousdq,zCcD
10,5.6317867675523345,LAIMK,wnyghid,nh1u
6,5.3089328024962406,DKRIZ,umtrszl,7jBo
8,5.485700065597043,SAAGJ,ypkumct,hKvO
5,5.564235374130291,GZTXC,bmlhabt,hZZ9
7,4.276926868680537,VBSUW,fykieat,DUGg
7,4.142702424919527,NAHVR,qaioqhz,HJHn
11,5.5823493699911415,PJFPW,ohrdbwi,lisB
5,5.077204353041471,QMCBC,tfvarfn,HjLI
7,5.510384394636637,NKVBY,pzsqxbn,Ddb1
9,4.44715450134319,FHOIW,xfmccyd,yvIM
11,5.143168031787521,PWUFX,jvnqitx,Ym8X
6,5.053802454156001,DRSOA,qrtipzc,1DRV
10,4.727897518540484,QZMKK,grcdepc,LOXY
7,4.633923813752319,ZXKYZ,hjrrotl,UkF6
5,4.564926458092242,HVSJE,jtztjue,ClCS
10,4.43814233758666,IIGRG,ggvwkcs,AGQL
9,5.832926526963112,AKOSD,pfrassy,kHdX
